Text	Cause
I can’t even remember the last time I felt truly excited about something	7
My emotions feel flat — like I’m stuck on mute inside.	7
I feel like my emotions are stuck in slow motion — everything lags	7
Sometimes I smile so people stop asking questions — not because I’m happy	7
There are days I can’t explain what I feel because it’s just too much	7
My mood crashes without warning and takes hours to come back up	7
I feel like I’m broken emotionally — like joy just skips over me	7
I haven’t felt joy in so long, I’m not sure I’d recognize it anymore	7
I experience moments of sadness so intense they take my breath away	7
I laugh in public and break down in private — it’s exhausting	7
The sadness is constant — it hums beneath everything I do	7
Some days I’m so irritable I can’t even stand the sound of my own voice	7
Happiness feels foreign, like a language I forgot how to speak	7
I don’t get angry anymore — just quietly overwhelmed.	7
I start crying for no reason, and I can't stop.	7
I cry at things that shouldn’t matter and feel nothing when they should	7
Even when I’m with people, I feel emotionally alone	7
Sometimes I feel so numb it scares me more than sadness ever did.	7
I feel like I’m acting all the time, pretending to be okay	7
My emotions used to color my world — now everything feels desaturated	7
I feel disconnected from my own emotions — like they belong to someone else.	7
I watch myself feeling sad from a distance — like it’s not fully mine	7
I feel like I’m watching life from behind a windowpane	7
I feel a bit off, like something’s missing but I can’t name it.	7
There’s a faint heaviness in me that lingers through the day.	7
I have moments of sadness, but they pass on their own	7
My emotions feel dulled — I don’t get excited like I used to.	7
I often feel like I’m going through the motions, not really living	7
I’ve stopped looking forward to things I once loved	7
There’s a constant pressure in my chest that won’t go away	7
I feel like crying but can’t find the tears	7
My emotions seem delayed — I react hours after something happens	7
The sadness crashes over me without warning and drowns everything else.	7
I feel emotionally paralyzed — I can’t feel joy, sorrow, or anything in between	7
Everything feels emotionally unbearable — even breathing feels like a task	7
My moods spiral quickly — from numb to panicked in minutes.	7
There are days when the pain inside feels too big to contain	7
There are days when I feel like my face has forgotten how to express anything but exhaustion and blankness	7
I miss the days when excitement was spontaneous and not a memory from another life	7
I used to light up when I saw the sun — now it just reminds me that I have to survive another day	7
Sometimes my sadness feels so alive, it’s like another person whispering in my ear that nothing will ever change	7
I feel stuck between extremes — numb one moment, overwhelmed by emotion the next, with no stability in between	7
My emotions are out of sync with reality — like I’m emotionally jet-lagged in my own life.	7
The hardest part is not feeling sad — it’s not feeling anything real for weeks at a time.	7
There’s a tight knot of unease in my stomach that never quite goes away — an emotional dread I carry with me.	7
My emotional world feels muted, like someone turned down the volume on life and left me behind in silence	7
I startle easily and cry over small inconveniences — my emotional skin feels raw and paper-thin	7
My chest feels heavy all the time — not from stress, but from an aching grief that I can’t explain	7
I feel emotionally fatigued — like my feelings are tired of trying to reach me.	7
When I feel happiness for a moment, I immediately brace for the crash that follows	7
When I try to explain how I feel, I run out of words because sadness doesn’t always have language	7
My affect is so flat that people think I’m cold, but inside I’m crumbling from emotional exhaustion	7
I no longer react with joy to things I used to love — it's as though my emotional wiring has been disconnected	7
Even when I sleep, I dream in grey — muted emotions, half-memories, and dull echoes of joy	7
My sadness doesn’t come in waves — it’s a continuous current that pulls at every part of me from the moment I wake up	7
